ID,Name,Closed Permanently,Closed for COVID,Covid Notes,Category,Parent Organization,Description,Address,Address2ndLine,City,State,Zip,Latitude,Longitude,Neighborhood,Email,Phone,Hours,Website,Facebook,Pinterest,Twitter,LinkedIn,Instagram,Eligibility Requirements,Languages,Food Types,Non-food Items,Services,Public Notes,Admin Contact,Admin Phone,Admin Email,Donation Contact,Donation Phone,Donation Email,Donation Pickup,Accepts Frozen,Accepts Refrigerated,Accepts Perishable,Donation Schedule,Donation Delivery Instructions,Donation Notes,Verification Status
4887,Los Angeles Centers for Alcohol and Drug Abuse,,,,Other,,,10425 Painter Ave,,Santa Fe Springs,CA,90670,33.94105979,-118.0518534,,,(562) 777-7500 x 206,[],,,,,,,,English,,,,,,,,,,,,,,,,,,4
5219,Sojourn a project of the The People Concern (WSFB - Sojourn Shelter),,,,"Food Pantry, Other, Shelter",The People Concern,A shelter offering services and food resources for in-house clients.,1453 16th St.,,Santa Monica,CA,90404,34.0249746,-118.4828998,,customerservice@thepeopleconcern.org,(310) 264-6644,[],,,,,,,Must be in-house at the shelter to receive food resources,"English, Spanish",,,"Emergency and second-stage shelter, support groups, children's program, legal clinic, and community education and outreach.",,Erica,310-264-6644,,,,,,,,,,,,4
5173,Hoving Home (Walter Hoving Home),,,Self-quarantine before people can join group setting.,Other,,"This is a 6-12 month Christian discipleship program for women (12 months encouraged). This is a faith based home. Age range is 18+. Non-profit organization. Must be able to climb steps, get up on bunk beds, mild labor to maintain home. Entrance fee $1500, but there are scholarship opportunities.",127 S. El Molino Ave.,,Pasadena,CA,91101,34.14354801,-118.137285,,whhca@hovinghome.org,(626) 405-0950,[],www.hovinghome.org,Hoving Home,,,,,,English,N/A.,,,,Chelsea,626-405-0950,whhca@hovinghome.org,,,,,,,,,,"Accepting food, clothing, and monetary donations.",4
5341,Baechtel Creek Apartments,,,,Unknown,,Senior Basket Third Tuesday of the month 1:00pm - 2:00pm,61 Alder Ct,,Willits,CA,95490,39.39068216,-123.349783,,,(707) 459-4607,[],https://getfood.refb.org/sites/baechtel-creek-apartments,,,,,,,English,,,,"
DISTRIBUTION MOVED TO LAUGHLIN FIELDS EFFECTIVE IMMEDIATELY OPEN TO RESIDENTS OR THEIR CAREGIVERS
Senior Basket: Box of staple food items for low-income seniors 60 or older, bring ID to apply on-site
		
			
",,,,,,,,,,,,,,1
3015,Imani Economic & Community Development Corporation,,,,Food Pantry,"This is a California nonprofit 501 (c)(3) corporation, an affiliate of Imani Temple Christian Fellowship Church (ITCF). ",,510 W. Monterey Avenue,,Pomona,CA,91768,34.0602975,-117.7570033,,info@imanitcf.org,(909) 620-9161,[],https://imanitcf.org/imani-economic-community-development-corporation-iecdc/,https://www.facebook.com/Imanitcf/,,,,,"They typically request an address, but are waiving that requirement at this time",English,,"They currently have dog food available, but other non-food items vary upon donation",N/A beyond the normally-scheduled church services,"COVID UPDATES: There is both a walk-in line (with 6-ft distancing) and a drive-up line. In addition to the pantry, they provide senior boxes to those 60 years ""or better"" on the first Sunday of each month for pickup at the church, or for delivery within an approx. 10-mile radius. To apply and for details, email imanifoodbank@gmail.com
(The entrance to the pantry is off of Rebecca and there are directional signs to the Pantry posted at the front of the Church on pantry days.)
",,,,Jade Jackson,(909) 524-7978,jadejacksonn@gmail.com,,,1,,,,"The food they distribute comes primarily from the L.A. Food Bank, but is supplemented by donations from local stores. They will accept individual contributions dropped off on-site. They have refrigeration capabilities so can accept perishable donations. They could also use contributions of boxes and bags for distributing the food. They could use help for pick up of donations (a truck or a vehicle) since they are currently renting a vehicle for any additional food donations from stores like Food4Less (e.g. other than the L.A. Food Bank) ",4
4080,Christ Cathedral Community Outreach,,,,Food Pantry,,Christ Cathedral Parish Community Outreach is a food bank that services Orange County residents. The Christ Cathedral campus is located on the southwest corner of Chapman and Lewis in Garden Grove. You would enter through Gate 5 off of Lewis St.,13280 Chapman Avenue,,Garden Grove,CA,92840,33.788402,-117.90101,,christcathedralcommoutreach@gmail.com,(714) 282-3097,[],https://christcathedralcalifornia.org/,https://www.facebook.com/CCCommunityOutreach/,,,,,Verification of an Orange County resident is required.  Masks Required,English,,,,Currently during the COVID shut down our distribution is a drive through service and a mask is required. No appointment is required. Distribution is on a first come first serve basis.,,(714) 971-2141,,,(714) 971-2141,,,,,,,,,4
5534,Vintage at Bennett Valley,,,,Unknown,,Groceries to Go First Thursday of the month11:00am - 12:00pm Senior Basket First Thursday of the month11:00am - 12:00pm,1405 Townview Ave,,Santa Rosa,CA,95405,38.435232,-122.684887,,,(707) 576-7772,[],https://getfood.refb.org/sites/vintage-at-bennett-valley,,,,,,,English,,,,"
			OPEN TO RESIDENTS AND CAREGIVERS ONLY
Groceries To Go: USDA food open to all
Senior Basket: Box of staple food items for low income seniors 60 or older, bring ID to apply on site
		
			
",,,,,,,,,,,,,,1
4260,Grace's Palmdale Soup Kitchen at Desert Winds Church,,,"Soup Kitchen is only providing ""to-go"" boxes, no on-site dining at this time. In compliance with current county regulations, we will be handing out box meals at 6:00 PM every Tuesday and Thursday.",Meal Program,Desert Winds Church,"The Soup Kitchen provides hot meals and fellowship for those in need. In compliance with current county regulations, we will be handing out box meals at 6:00 PM every Tuesday and Thursday.",38117 13th Street E,,Palmdale,CA,93550,34.574708,-118.105538,,info@dwccav.org,(661) 266-3400,[],https://dwccav.org/portfolio/soup-kitchen/,Desert Winds Community Church (@desertwinds),,,,dwcc_av,,English,Hot Meals,,"Fellowship, Bike Shop, Care Net (Women resourse center)",,,,,N/A,,,,,,,,,This organization does not accept donations.,4
3104,All Souls Catholic Church,,,"They just reopened the church on June 8. If you need food, please call the office number and provide your information. On the day of food distribution, please line up and bring your ID. ","Food Pantry, Meal Program, Other, Shelter",,,1500 W. Main Street,,Alhambra,CA,91801,34.09097399,-118.139866,,allsoulscc@allsouls-la.org,(626) 281-0466,[],https://www.allsouls-la.org,,,,,,Live within the boundary of the parish,"English, Spanish, Filipino, Chinese","not cooked food; rice, bean, oatmeal, cereal, bread (i.e., essential food)",hygiene products (occassionally),church services,,,,,,,,,,,,,,"mailbox, voicemail; come to the church and listen to the mailbox",2
5390,Pacific Pantry,,,,Food Pantry,Family Resource Center of the Redwoods,,494 Pacific Ave,,Crescent City,CA,95531,41.75855001,-124.20757,,,"(707) 464 0955 og family resource center, dial x2115 for pantry",[],https://getfood.refb.org/sites/family-resource-center-of-the-redwoods-pacific-pantry,jjjjj,,,,,,English,,,,"Del Norte St access for parking (Do not block dumpsters) or parking lot. Can visit once per month. 
			
",,,,,,,,,,,,,,4
4687,El Centro de la Soledad,1,,,Unknown,,,4561 Cesar E. Chavez Avenue,,Los Angeles,CA,90022,34.036,-118.677,,lasoledad@sbcglobal.net,323-269-7248,[],https://ourladyofsolitude.org/es/inicio/,,,,,,,"English, Spanish",,,,,,,,,,,,,,,,,,4
4929,Naranjo Foster Family Care,1,,,Other,,,506 Short Street,,Inglewood,CA,90302,33.97669781,-118.3684226,,,(310) 641-2121,[],,,,,,,,English,,,,,,,,,,,,,,,,,,4
4934,New Song Church,,,Food pantry distribution is drive-through only. Please remain in your car and wear a mask/gloves.,Food Pantry,,,945 W. Covina Blvd.,,San Dimas,CA,91773,34.09980898,-117.82564,,info@newsongsd.org,(909) 394-9488,[],https://newsongsd.org,https://www.facebook.com/newsongsd/,,,,,None,English,"Varies - fresh produce, canned goods, etc. ",,,,Nancy Sojka,909-394-9488,info@newsongsd.org,Nancy Sojka,909-394-9488,info@newsongsd.org,,,,,,,,4
5284,Church of Christ,,,Curbside Pickup,Food Pantry,,Bags of bread and canned goods are prepared by the members of Buena Park church of Christ for the needy of the neighborhood with care and love.,7201 Walnut Ave,,Buena Park,California,90620,33.85733301,-118.006329,,office@buenaparkchurchofchrist.org,(714) 523-1700,[],https://www.buenaparkchurchofchrist.org/Food%20Bank.html,,,,,,,English,Bags of bread and canned food,,,Hours may differ call ahead.,,,,,,,,,,,,,,4
4290,RCCG Jesus Embassy LA (RCCG - Jesus Embassy Los Angeles),,,,Food Pantry,,We are community of people learning to live for Christ and to serve others.,442 East El Segundo Blvd,,Los Angeles,CA,90061,33.91619601,-118.265865,,rccgjela01@gmail.com,(877) 808-2474,[],https://jesusembassyla.org/,https://www.facebook.com/RCCG-Jesus-Embassy-LA-1451986751786363/,,https://twitter.com/JesusEmbassyLA,,http://instagram.com/jesusembassyla,,English,,,,Food service timings vary. Call organization to learn more.,,,,,,,,,,,,,,2
4948,Panorama City Library,,,Automated phone answering service states La public libraries are temp closed due to covid. Unknown when they are re-opening at the moment.,Other,,,14345 Roscoe Blvd,,Panorama City,CA,91402,34.036,-118.677,,,(818) 895-0682,[],,,,,,,,English,,,,,,,,,,,,,,,,,,4
4988,Rosa Parks Elemantary,1,,,Other,,,8555 Noble Ave.,,North Hills,CA,91343,34.036,-118.677,,,(818) 895-9620,[],,,,,,,,English,,,,,,,,,,,,,,,,,,4
3009,Iglesia la Puerta Abierta,1,,,Food Pantry,,,5017 E. Olympic Boulevard,,Los Angeles,CA,90022,34.0173349,-118.1621792,,none@none.com,(323)261-8397,[],http://lapuertaabiertala.com,https://www.facebook.com/pg/iglesialapuerta.abierta.7/about/?ref=page_internal,,,,https://www.instagram.com/zion_youth_/?hl=en,,"English
Spanish",,,,,,,,,,,,,,,,,,4
3043,Loaves & Fishes-Glendale,,,,Food Pantry,"Catholic Charities of Los Angeles, Inc.",,4322 San Fernando Road,,Glendale,CA,91204,34.13158599,-118.260854,,,(213) 318-5707,[],,,,,,,"A Los Angeles County Resident, low-income household, valid form of ID",English,,,"Rental and utility assistance, case management",,,,,,,syanez@ccharities.org,,,,,,,,4
5439,Lower Lake Community United Methodist Church,,,,Unknown,,"Pantry Weekly on  Tuesday, 10:00am - 12:00pm",12462 Main St.,,Lower Lake,CA,95457,38.901949,-122.613839,,,(707) 994-2507,[],https://getfood.refb.org/sites/lower-lake-united-methodist-church,https://www.facebook.com/Lower-Lake-Community-UMC-12462-Main-Street-Lower-Lake-Ca-95457-223023551224850/,,,,,,English,,,,"
			Pantry: Can attend once a month
		
			
",,,,,,,,,,,,,,2
4464,WDACS Centro Maravilla Service Center,,,Drive through and by appointment only due to COVID-19.,Food Pantry,LA County Workforce Development Aging and Community Services (WDACS),,4716 E. Cesar Chavez Ave.,,Los Angeles,CA,90022,34.04028699,-118.164535,,AMichel@wdacs.lacounty.gov,(323) 260-2804,[],,,,,,,,English,,,,By appointment only - call ahead.,,3232602804,,,,,,,,,,,,4
4381,Los Angeles Regional Food Bank,,,,Food Bank,,To mobilize resources to fight hunger in Los Angeles County.,1734 East 41st Street,,Los Angeles,CA,90058,34.00788,-118.24202,,,(323) 234-3030,[],https://www.lafoodbank.org,,,,,,Public must bring own bag and ID.,English,,,,"Phone number is for Lutheran Social Services of San Fernando Valley, at Valley Lutheran Church, which operates the food bank on Tuesdays from 11:00 am to 2:00 pm.
Se habla español.
Closed December 25, 26, 29 and January 2 and 5.",,,,,,,,,,,,,,2
4964,Pico Union Branch Library,,,Not answering phone due to COVID,Other,,,1030 S. Alvarado Street,,Los Angeles,CA,90006,34.050809,-118.280198,,infonow@lapl.org,(213) 368-7545,[],https://www.lapl.org/branches/pico-union,https://www.facebook.com/PicoUnionBranchLibrary/,,,,,,English,,,,,,,,,,,,,,,,,,4
4026,Los Almaitos Youth Center (Los Alamitos Senior Center),,,,Other,,"Since 1952, The Youth Center has served over 100,000 local families. Our mission is to transform children's lives on family at a time through collaborative social, educational and recreational programs. ",10909 Oak Street,,Los Alamitos,CA,90720,33.80444701,-118.076525,,info@theyouthcenter.org,(562) 493-4043,[],theyouthcenter.org,Los Almaitos Youth Center Inc,,,,,Programs for kids ages 5-17 years old.,English,,,"Scholarships, childcare for non school days, after school programs and teen camps.",,Gina Phillips,,,,,,,,,,,,,4
2930,Eastmont Seventh Day Adventist Church (Iglesia Adventista Del Septimo Dia Eastmont),,,,Food Bank,Adventist Church Of Eastmont Day (Iglesia Adventista Del Septimo Dia Eastmont),,1021 Westside Drive,,Los Angeles,CA,90022,34.013639,-118.1375556,,eastmontsda@yahoo.com,(323) 396-7729,[],https://eastmontspanishca.adventistchurch.org/,https://www.facebook.com/EastmontSDA/,,https://twitter.com/EastmontSDA,,https://www.instagram.com/eastmont_sda/,Please bring a basket or bag to carry food.,"English, Spanish","Bread, canned food, and sometimes fruits or vegetables (tomatoes, potatoes).
",,,Please call for information regarding emergency assistance and/or services provided.,,,,,,,,,,,,,,4
4975,RFH Broadwood Terrace Senior Apartments,,,,"Care Center, Other",Retirement Housing Foundation,"An 89-unit, HUD 202/LIHTC community for low-income older adults.",5005 S. Main Street,,Los Angeles,CA,90037,33.99738289,-118.274046,,info@rhf.org,(323) 235-5280,[],https://www.rhf.org/location/broadwood-terrace/,https://www.facebook.com/RetirementHousingFoundation/,,https://twitter.com/RHFoundation,https://www.linkedin.com/company/retirement-housing-foundation/,,,English,,,,,,,,,,,,,,,,,,4
4216,Good Seed Community Development Corporation,,,,"Other, Shelter",,,2814 W. Martin Luther King Boulevard,,Los Angeles,CA,90008,33.94,-118.52,,mail@goodseedcdc.org,323-758-5433 or 855-968-8452 or (855) YOUTH-LA,[],https://www.goodseedcdc.org/,https://www.facebook.com/goodseedcdc/,,https://twitter.com/goodseedcdc,,,,"English
Spanish",,,"Emergency shelter, family crisis housing, or transitional housing, support groups, continued housing support, supported employment and case management services.",,,,,,,,,,,,,,,4
4939,Ombudsman International Inc,,,,Other,,"Ombudsman International is an advocate for human rights around the world, particularly for American citizens who live or travel abroad. The organization offers social services.",8306 Wilshire Blvd,,Beverly Hills,CA,90211,34.06428023,-118.3728577,,USOmbudsman@gmail.com,(310) 980-0816,[],http://www.ombudsmaninc.org/,https://www.facebook.com/pages/category/Social-Service/Ombudsman-International-807467229361026/,,,,,,English,,,,,,,,,,,,,,,,,,4
5458,Our Lady of Guadalupe Catholic Church,,,,Unknown,,"This ministry is in place to give assistance to families, seniors and others who are in need of food.
They collect foodstuff from various businesses in the Windsor/Santa Rosa area as well as from the Redwood Empire Food Bank.
The groceries are bagged up during the week and distributed every Saturday morning in the parking lot behind the church (unless it’s a holiday).",8400 Old Redwood Hwy,,Windsor,CA,95492,38.54372402,-122.799646,,officeolg@gmail.com,(707) 484-3535,[],https://getfood.refb.org/sites/our-lady-of-guadalupe-church,,,,,,,English,,,,"
			DRIVE THRU DISTRIBUTION FOR GROCERIES TO GO AND SENIOR BASKET DAY
Senior Basket: Box of staple food items for low income seniors 60 or older, bring ID to apply on site
Groceries To Go: USDA food open to allPantry: Proof of Windsor residency needed to get a bag of groceries, produce open to all. 
		
			
",,,,,,,,,,,,,,1
4318,Mary's Kitchen,,,,Other,,Soup Kitchen,517 W. Struck Avenue,,Orange,CA,92867,33.80607595,-117.8582521,,gloriasuess@hotmail.com,(714) 633-0444,[],http://maryskitchen.org/,https://www.facebook.com/MarysKitchenoc/,,,,,None,English,,"Clothing, mail, showers, laundry, food.","Mail service, showers, breakfast, hot lunch.","If you want to volunteer contact: mary'skitchenvol.com
 On Thursday All Donated Clothes Are Distributed
 Showers (Monday through Saturday): 9 am - 12 pm
 Hot Lunch (Monday through Saturday): 1 pm - 2 pm
 Breakfast (Monday through Saturday): 9 am - 10 am

",,,,,,,,,,,,,,4
3057,Mexican-American Opportunity Foundation,,,"People must line up outside the office building, wear a mask and social distance. ","Food Pantry, Meal Program, Food Bank",,"“The mission of the Mexican American Opportunity Foundation (MAOF) is to provide for the socio-economic betterment of the greater Latino community of California, while preserving the pride, values and heritage of the Mexican American culture. This is accomplished through programs in early childhood education and family services, job training, and senior lifestyle development throughout the multi-cultural communities served by MAOF.” MAOF is joined in this mission by government agencies, public and private foundations, and Corporate America.",401 N. Garfield Avenue,,Montebello,CA,90640,34.01921501,-118.133711,,info@maof.org,(323) 890-9600,[],http://www.maof.org/,@MAOForg        https://www.facebook.com/MAOForg/,,,,@maof_comunidad,"Grab and Go Meal Program: Must be a child enrolled at MAOF Head Starts and Child Care Center 
MAOF Food Bank: Must qualify for this service based on a self-certification process.",English,"Breakkfast and Lunch meals, Canned Foods",,,"The MAOF Food Bank is currently offering services out of the Montebello Office. 401 N. Garfield Avenue, Montebello, CA 90640.

The Grab and Go Meal Program distribute meals to kids in the program on Monday, Wednesday, Friday from 9:00 - 11:00 AM.
You can pick it up at Holmes Preschool, Ford Child Care, Pico Rivera Child Care, Chula Vista Child Care, Ontario Child Care, Salinas Child Care,Mariposa Head Start, Lew Sands Head Start, Zoe Head Start",Maria Sanchez,(323) 278-3629,,Maria Sanchez,(323) 278-3629,,,,,,,,,4
5013,Salvation Army - Pasadena ARC,,,,"Food Pantry, Other",,,86 Waverly Drive,,Pasadena,CA,91105,34.13954616,-118.1524862,,,(626) 795-8075,[],,,,,,,,English,,,,,,,,,,,,,,,,,,4
4983,River of Life Ministry,,,,Food Pantry,,,757 E. 108th Street,,Los Angeles,CA,90059,34.036,-118.677,,,323-777-2433,[],,,,,,,,English,,,,,,,,,,,,,,,,,,2
4655,"Councilmember Curren D. Price, Jr.",,,,Other,,"Councilmember Curren D. Price, Jr. represents the 9th District that encompasses South Los Angeles. The Councilmember has a personal commitment to expand access and opportunities so that current and future generations can achieve the American Dream.",200 N. Spring Street,Room 420,Los Angeles,CA,90012,34.05163427,-118.2455468,,,(213) 473-7009,[],http://www.the-new-ninth.com/,https://www.facebook.com/CurrenDPriceJr/,,https://twitter.com/CurrenDPriceJr,,,,English,,,,"All the food is pre-packaged, masks required. Food distribution is only occassionally.",,,,,,,,,,,,,,4
4332,Unitarian Universalist Church of Long Beach,,,,Food Pantry,,,5450 East Atherton Street,,Long Beach,CA,90815,33.78825046,-118.12639,,office@uuclb.org,(562) 597-8445,[],https://www.uuclb.org/,https://www.facebook.com/UUCLB/,,https://twitter.com/UUCLB,,,No eligibility. The person coming to get food will need to be able to carry the food away with them.,English,"No perishables, mostly canned food: veggies, fruit, sometimes tuna or hash; soup, ramen, crackers, dried beans, box mixes, granola bars, etc.","toothpaste, deodorant, toothbrushes, soap if the church has them","None: the church refers people to the Long Beach multi-service center, which offers counseling and refers people to other agencies.",,,,office@uuclb.org,,,office@uuclb.org,1,,,,"no schedule, by appointment",,"They have limited cupboard space for food storage, and they only pick up non-perishable food.",4
5037,Sinai ADHC,,,Services are closed right now,Unknown,,,6077 W. Pico Blvd,,Los Angeles,CA,90035,34.05289534,-118.3735492,,,323-933-6611,[],,,,,,,,English,,,,,,,,,,,,,,,,,,4
5047,Single Room Occupancy - Ellis,,,,Shelter,,,802 E. 6th Street,,Los Angeles,CA,90013,34.036,-118.677,,,(213) 229-9602,[],,,,,,,,English,,,,,,,,,,,,,,,,,,4
5045,Single Room Occupancy - Carlton,,,,Shelter,,,534 S. Wall Street,,Los Angeles,CA,90013,34.036,-118.677,,,(213) 229-9602,[],,,,,,,,English,,,,,,,,,,,,,,,,,,4
5043,Single Room Occupancy - Angelus Inn,,,,Shelter,,,518 S. San Julian Street,,Los Angeles,CA,90013,34.036,-118.677,,,(213) 229-9602,[],,,,,,,,English,,,,,,,,,,,,,,,,,,4
5048,Single Room Occupancy - Eugene Apts,,,,Shelter,,,560 S. Stanford Avenue,,Los Angeles,CA,90013,34.036,-118.677,,,(213) 229-2902,[],,,,,,,,English,,,,,,,,,,,,,,,,,,4
5039,Single Room Occupancy - Gateway Apts,,,,Shelter,,,505 S. San Pedro Street,,Los Angeles,CA,90013,34.036,-118.677,,,(213) 229-9602,[],,,,,,,,English,,,,,,,,,,,,,,,,,,4
5040,Single Room Occupancy - New Terminal,,,,Shelter,,,907 E. 7th Street,,Los Angeles,CA,90013,34.036,-118.677,,,(213) 229-9602,[],,,,,,,,English,,,,,,,,,,,,,,,,,,4
4297,St. Vincent de Paul Church - Our Lady of Charity,,,"Adjusted hours, advised to wear face masks and maintain social distancing","Food Pantry, Other",N/A,,45058 Trevor Avenue,Suite B,Lancaster,CA,93534,34.70216301,-118.133908,,stvincentdepaullancaster@frontier.com,(661) 942-3222,[],https://sites.google.com/view/saint-vincent-de-paul-olc/home,,,,,,,English,,,,,,6619423222,stvincentdepaullancaster@frontier.com,,,,,,,,,,,4
5061,Single Room Occupancy - Rivers Hotel,,,,Shelter,,,1242 E. 7th Street,,Los Angeles,CA,90021,34.036,-118.677,,,(213) 229-9602,[],,,,,,,,English,,,,,,,,,,,,,,,,,,4
5053,Single Room Occupancy - Haskell,,,,Shelter,,,528 S. Wall Street,,Los Angeles,CA,90013,34.036,-118.677,,,(213) 229-9602,[],,,,,,,,English,,,,,,,,,,,,,,,,,,4
5055,Single Room Occupancy - La Jolla,,,,Shelter,,,721 E. 6th Street,,Los Angeles,CA,90021,34.036,-118.677,,,(213) 229-9602,[],,,,,,,,English,,,,,,,,,,,,,,,,,,4
5060,Single Room Occupancy - Regal,,,,Shelter,,,815 E. 6th Street,,Los Angeles,CA,90021,34.036,-118.677,,,(213) 229-9602,[],,,,,,,,English,,,,,,,,,,,,,,,,,,4
5052,Single Room Occupancy - Harold,,,,Shelter,,,323 E. 5th Street,,Los Angeles,CA,90013,34.036,-118.677,,,(213) 229-9602,[],,,,,,,,English,,,,,,,,,,,,,,,,,,4
5054,Single Room Occupancy - James Wood Apts,,,,Shelter,,,506 San Julian Street,,Los Angeles,CA,90013,34.036,-118.677,,,(213) 229-9602,[],,,,,,,,English,,,,,,,,,,,,,,,,,,4
5051,Single Room Occupancy - Golden West,,,,Shelter,,,417 E. 5th Street,,Los Angeles,CA,90013,34.036,-118.677,,,(213) 229-9602,[],,,,,,,,English,,,,,,,,,,,,,,,,,,4
5063,Single Room Occupancy - Southern,,,,Shelter,,,412 E. 5th Street,,Los Angeles,CA,90013,34.036,-118.677,,Info@srohousing.org,(213) 229-9602,[],,,,,,,,English,,,,,,,,,,,,,,,,,,4
4011,Family Promise of San Gabriel Valley,,,,"Other, Shelter",N/A,,1005 East Las Tunas Drive,#525,Los Angeles,CA,91776,33.94,-118.52,,program.manager@familypromisesgv.org,626-569-0991,[],http://www.familypromisesgv.org,www.facebook.com/FamilyPromiseSGV,N/A,N/A,N/A,,"Families with children that are interested in our shelter program, you can call us directly from Monday to Friday from 8:00 am to 4:00 pm, 626-569-0991 or visit our website http://www.familypromisesgv.org to fill out the form.  
NOTE: If you have not been connected to a Family Solutions Center in your geographical area, please call 211 to be connected.            ",English,,"Diapers, personal items, formula, and wipes. ","Worksource development, healthcare, childcare, mental health, academic resources, shelter for families with children.",At different locations week to week until they are able find permanent housing. We also provide a Day Center where families receive intensive weekly case management to assess and address their needs and connect them to wrap around services through our network of community partners.COVID-19 UPDATE: Right now families are being housed at different hotels to ensure the safety of everyone during this time. Please call during normal business hours and leave a message for someone to call you back.,,,,,,,,,,,,,,4
3131,Spanish American S.D.A. Church,,,,Food Pantry,,,1815 Bridge Street,,Los Angeles,CA,90033-1626,34.05135915,-118.2153125,BOYLE HEIGHTS NC,pedidosdeoracion@gmail.com,(323) 222-7063,[],https://spanishamericanca.adventistchurch.org/,https://www.facebook.com/spanishamericanchurch/,,,,,,English and Spanish,,,,,,,,,,,,,,,,,,4
5171,Volunteers of America of Los Angeles,,,,"Food Pantry, Shelter",Volunteers of America,"L.A. County Service Provider Area: 6
VOA Pathways to Home is a homeless shelter in Los Angeles, providing a diverse group of services. Daily bus pickup on San Julian Street, between 6th and 7th Streets. Males only. Call for availability.
",3804 S. Broadway Place,,Los Angeles,CA,90037,34.01294699,-118.2761376,,,(323) 231-1711,[],https://www.voa.org/,,,,,,,English,,,,Can email through their website.,Jackqullen,(323) 231-1711,,,,,,,,,,,,4
4309,Eagle Rock Lutheran Church,,,,Food Pantry,,,5032 N. Maywood Avenue,,Los Angeles,CA,90041,34.13714902,-118.211524,EAGLE ROCK NC,,(323) 255-4622,[],,@eaglerocklutheranchurch           https://www.facebook.com/eaglerocklutheranchurch/,,,,,,English,,,,,,,,,,,,,,,,,,4
3170,Total Deliverance Church,,,"Cancel all food giveaways due to COVID-19, check their Facebook page for updates",Food Pantry,,,2733 W Avenue L,,Lancaster,CA,93536,34.661934,-118.180557,,admin@totaldeliverancechurch.org,(661) 951-9881,[],https://www.totaldeliverancechurch.org/,https://www.facebook.com/TotalDeliveranceChurch/,,https://twitter.com/TDCLancaster,,https://www.instagram.com/totaldeliverancechurch/?hl=en,,English,,,,,,,,,,,,,,,,,,2
5138,Torrance Church of Christ,,,,Unknown,,,3525 Maricopa Ave,,Torrance,CA,90503,33.839736,-118.347776,,mlyons@torrancechurch.org,(310) 370-6339,[],https://torrancechurch.org/,,,,,,,English,,,,Not providing food pantry services during COVID-19.,"Marcus Lyons, Minister",(310) 370-6339,mlyons@torrancechurch.org,,,,,,,,,,,4
3001,The Hope Center | Reality LA (Formerly Hope Fellowship),,,,"Food Pantry, Meal Program",,,4903 Fountain Avenue,,Los Angeles,CA,90029,34.09544642,-118.2962887,EAST HOLLYWOOD NC,info@realityla.com,(323) 883-1812,[],https://realityla.com/,https://www.facebook.com/realityla,,https://twitter.com/realityla,,,,English,,We are still serving meals Monday - Friday at 10 am and 4pm.,,"If there is a need for the pantry, you could ask the workers if they have items available in the pantry. Due to increased needs at this time,  it is based on availability.",Lindsay Cole,323.883.1812,info@realityla.com,,,,,,,,,,,4
4358,Lighthouse of San Fernando,,,,Food Pantry,,,622 N. Maclay Avenue,,San Fernando,CA,91340,34.28908026,-118.4328083,,fdlsfcom@gmail.com,(818) 403-6432,[],https://fdlsf.com/,https://www.facebook.com/LighthouseFaro-de-Luz-174757829259691/,,,,,,"English, Spanish",,,"Worship service, bible teaching","Please call to make an appointment for food pantry services on Mondays, Tuesdays, Wednesdays, and Thursdays.",,,,,,,,,,,,,The only way to give is through a link on their website and it is just for cash donations,4
5421,Jennings Court,,,,Unknown,,Groceries to Go Third Wednesday of the month10:00am - 11:00am Senior Basket Third Wednesday of the month10:00am - 11:00am Diabetes Wellness Third Wednesday of the month10:00am - 11:00am,1080 Jennings Ave,,Santa Rosa,CA,95401,90,1,,,(707) 527-5421,[],,https://www.facebook.com/JenningsCourt.SantaRosa/,,,,,,English,,,,"
			PRIMARILY OPEN TO RESIDENTS AND CAREGIVERS
Groceries To Go: USDA food open to all
Senior Basket: Box of staple food items for low income seniors 60 or older, bring ID to apply on site
		
			
",,,,,,,,,,,,,,2
3118,San Gabriel Mission,,,"Hours are earlier now (7-9 am vs. 8-10 am) and now only car pickups, no walkins.",Food Pantry,,,428 South Mission Drive (Parish Office + drop-off donation location),254 S. Santa Anita St. (location of drive-through pantry - at adjacent high school),San Gabriel,CA,91776,34.09653623,-118.1064102,,,(626) 457-3035,[],https://www.sangabrielmissionchurch.org/,https://www.facebook.com/search/top/?q=san%20gabriel%20mission,,,,https://www.instagram.com/missionsangabriel/,"None during COVID, but previously required pre-registration and to show an ID on arrival.","English, Spanish ",Non perishables and fresh fruits/vegetables.,Yes - but depends on what is donated.,"Thrift store is closed at this time, subject to re-opening post-COVID.",One-or two pre-prepared bags are availalble. Pantry is in parking lot through the adjacent high school now that it is only drive-through.,Fr. Ray Smith,626-457-3035,N/A,Parish Secretary,626-457-3035,N/A,1,1,1,1,M-F 9 am - 1 pm,Some leave bags at front door of parish office,,4
5288,Thrive Church,,,,Unknown,,,1363 Fulton Rd.,,Santa Rosa,California,95401,38.45115801,-122.770206,,info@thrivehere.church,(707) 410-5433,[],http://thrivehere.church/,https://www.facebook.com/WeThriveHere/,,,,,,English,,,,,,,,,,,,,,,,,,1
